Observation;site_no;Trial;site;irrigation;rep_id;rep;date;dps;soil_moisture_30;Unit_soil_moisture_30;soil_moisture_60;Unit_soil_moisture_60;soil_moisture_90;Unit_soil_moisture_90;PAW_30;Unit_PAW_30;PAW_60;Unit_PAW_60;PAW_90;Unit_PAW_90;root_yield;Unit_root_yield;root_dry_matter;Unit_root_dry_matter;leaf_yield;Unit_leaf_yield;leaf_dry_matter;Unit_leaf_dry_matter;LAI;n;sugar;Unit_sugar;K;Unit_K;Na;Unit_Na;amino_N;Unit_amino_N;soluble_Nt;Unit_soluble_Nt;NO3;Unit_NO3;betaine;Unit_betaine;invert_sugar;Unit_invert_sugar;marc;Unit_marc
Observation;1;1_1;Kannemoor;no;85201;1;2000-06-13;69;24.78;%;25.01;%;26.75;%;NA;mm;NA;mm;NA;mm;3.83;t/ha;14.36;%;16.5;t/ha;9.72;%;2.04;88;7.61;%;110.35;mmol/kg;14.1;mmol/kg;32.44;mmol/kg;117.01;mmol/kg;34.41;mmol/kg;19.41;mmol/kg;29.12;mmol/kg;4.13;%
Observation;1;1_1;Kannemoor;no;85210;2;2000-06-13;69;25.47;%;24.3;%;30.99;%;NA;mm;NA;mm;NA;mm;3.875;t/ha;14.96;%;14.2;t/ha;9.41;%;2;86;7.84;%;110.6;mmol/kg;12.15;mmol/kg;32.49;mmol/kg;114.67;mmol/kg;30.01;mmol/kg;18.95;mmol/kg;28.87;mmol/kg;4.6;%
Observation;1;1_1;Kannemoor;no;85214;3;2000-06-13;69;24.72;%;24.57;%;28.33;%;NA;mm;NA;mm;NA;mm;3.27;t/ha;14.41;%;16.5;t/ha;9.37;%;1.97;77;7.64;%;105.65;mmol/kg;12.85;mmol/kg;31.65;mmol/kg;117.93;mmol/kg;32.87;mmol/kg;17.8;mmol/kg;30.54;mmol/kg;4.17;%
Observation;1;1_1;Kannemoor;no;85223;4;2000-06-13;69;23.16;%;22.94;%;25.79;%;NA;mm;NA;mm;NA;mm;3.475;t/ha;14.99;%;15;t/ha;9.28;%;1.93;86;7.98;%;109.1;mmol/kg;11.7;mmol/kg;31.42;mmol/kg;114.9;mmol/kg;28.7;mmol/kg;18.76;mmol/kg;33.05;mmol/kg;4.4;%
Observation;1;1_1;Kannemoor;no;85202;1;2000-07-10;96;20.57;%;20.49;%;26.79;%;NA;mm;NA;mm;NA;mm;27.35;t/ha;17.37;%;53.7;t/ha;10.43;%;4.81;78;11.92;%;72.3;mmol/kg;9.9;mmol/kg;15.14;mmol/kg;67.2;mmol/kg;15.17;mmol/kg;13.95;mmol/kg;10.86;mmol/kg;3.45;%
Observation;1;1_1;Kannemoor;no;85212;2;2000-07-10;96;19.59;%;23.7;%;28.52;%;NA;mm;NA;mm;NA;mm;28.35;t/ha;17.95;%;49.9;t/ha;11.14;%;4.39;86;12.06;%;71.2;mmol/kg;6.05;mmol/kg;13.59;mmol/kg;60.99;mmol/kg;10.15;mmol/kg;15.5;mmol/kg;11.29;mmol/kg;4.11;%
Observation;1;1_1;Kannemoor;no;85216;3;2000-07-10;96;20.25;%;20.89;%;30.43;%;NA;mm;NA;mm;NA;mm;26.7;t/ha;17.77;%;45.5;t/ha;11.22;%;4.88;86;12.06;%;69.15;mmol/kg;6.7;mmol/kg;12.97;mmol/kg;59.34;mmol/kg;9.39;mmol/kg;17.25;mmol/kg;10.15;mmol/kg;3.74;%
Observation;1;1_1;Kannemoor;no;85221;4;2000-07-10;96;22.9;%;23.6;%;24.95;%;NA;mm;NA;mm;NA;mm;27.65;t/ha;17.42;%;47.2;t/ha;10.36;%;4.49;80;11.78;%;73.1;mmol/kg;7.3;mmol/kg;15.8;mmol/kg;67.75;mmol/kg;13.41;mmol/kg;17.45;mmol/kg;10.31;mmol/kg;3.71;%
Observation;1;1_1;Kannemoor;no;85203;1;2000-08-07;124;20.43;%;19.66;%;25.8;%;NA;mm;NA;mm;NA;mm;50.45;t/ha;19.89;%;65.1;t/ha;11.49;%;4.97;74;14.44;%;55.7;mmol/kg;4.3;mmol/kg;10.98;mmol/kg;50.89;mmol/kg;3.43;mmol/kg;15.35;mmol/kg;8.86;mmol/kg;3.79;%
Observation;1;1_1;Kannemoor;no;85211;2;2000-08-07;124;17.67;%;19.33;%;21.96;%;NA;mm;NA;mm;NA;mm;48.3;t/ha;20.2;%;61.1;t/ha;11.63;%;4.75;76;14.8;%;54.9;mmol/kg;3.35;mmol/kg;7.61;mmol/kg;40.4;mmol/kg;1.72;mmol/kg;19;mmol/kg;8.34;mmol/kg;3.82;%
Observation;1;1_1;Kannemoor;no;85218;3;2000-08-07;124;19.32;%;20.14;%;21.64;%;NA;mm;NA;mm;NA;mm;52.2;t/ha;20.45;%;70.6;t/ha;11.28;%;4.46;83;15.01;%;55.6;mmol/kg;3.15;mmol/kg;9.56;mmol/kg;46.96;mmol/kg;2.41;mmol/kg;15.3;mmol/kg;8.36;mmol/kg;3.99;%
Observation;1;1_1;Kannemoor;no;85219;4;2000-08-07;124;18.67;%;22.54;%;22.24;%;NA;mm;NA;mm;NA;mm;49.6;t/ha;19.74;%;61.3;t/ha;11.07;%;4.25;63;14.41;%;55.15;mmol/kg;6.1;mmol/kg;9.16;mmol/kg;45.09;mmol/kg;2.51;mmol/kg;13.85;mmol/kg;7.53;mmol/kg;3.7;%
Observation;1;1_1;Kannemoor;no;85204;1;2000-09-04;152;18.61;%;18.91;%;18.92;%;NA;mm;NA;mm;NA;mm;74.85;t/ha;23.24;%;63.65;t/ha;12.97;%;4.72;80;17.6;%;56.25;mmol/kg;2.75;mmol/kg;10.76;mmol/kg;45.75;mmol/kg;1.66;mmol/kg;18.8;mmol/kg;5.15;mmol/kg;4.13;%
Observation;1;1_1;Kannemoor;no;85207;2;2000-09-04;152;20.65;%;19.36;%;20.71;%;NA;mm;NA;mm;NA;mm;74.6;t/ha;22.94;%;65.2;t/ha;12.16;%;5.24;79;17.33;%;50.3;mmol/kg;2.9;mmol/kg;10.36;mmol/kg;43.46;mmol/kg;1.07;mmol/kg;14.55;mmol/kg;4.64;mmol/kg;4.15;%
Observation;1;1_1;Kannemoor;no;85215;3;2000-09-04;152;19.16;%;17.91;%;17.47;%;NA;mm;NA;mm;NA;mm;75.9;t/ha;22.46;%;73.6;t/ha;12.88;%;6.12;83;17.02;%;49.75;mmol/kg;3.05;mmol/kg;12.22;mmol/kg;47.84;mmol/kg;1.81;mmol/kg;15.3;mmol/kg;5.44;mmol/kg;3.95;%
Observation;1;1_1;Kannemoor;no;85224;4;2000-09-04;152;20.49;%;18.98;%;22.68;%;NA;mm;NA;mm;NA;mm;69.1;t/ha;23.55;%;75.2;t/ha;12.95;%;4.54;78;17.94;%;50.7;mmol/kg;1.95;mmol/kg;10.51;mmol/kg;47;mmol/kg;0.79;mmol/kg;15;mmol/kg;NA;mmol/kg;4.8;%
Observation;1;1_1;Kannemoor;no;85205;1;2000-10-02;180;26.25;%;23.35;%;19.71;%;NA;mm;NA;mm;NA;mm;89.45;t/ha;24.18;%;65.6;t/ha;12.95;%;3.93;78;18.1;%;48.95;mmol/kg;1.88;mmol/kg;9.03;mmol/kg;39.67;mmol/kg;0.75;mmol/kg;14.3;mmol/kg;4.72;mmol/kg;4.52;%
Observation;1;1_1;Kannemoor;no;85208;2;2000-10-02;180;24.52;%;21.99;%;21.3;%;NA;mm;NA;mm;NA;mm;101.8;t/ha;22.66;%;71.82;t/ha;12.35;%;4.77;76;16.85;%;47;mmol/kg;3.67;mmol/kg;14.93;mmol/kg;50.21;mmol/kg;2.84;mmol/kg;13.95;mmol/kg;3.46;mmol/kg;4.33;%
Observation;1;1_1;Kannemoor;no;85217;3;2000-10-02;180;25.73;%;22.69;%;20.44;%;NA;mm;NA;mm;NA;mm;91.9;t/ha;24.09;%;56.3;t/ha;13.12;%;4.15;88;17.82;%;49.15;mmol/kg;2.2;mmol/kg;9.69;mmol/kg;41.91;mmol/kg;0.95;mmol/kg;15.45;mmol/kg;3.88;mmol/kg;4.31;%
Observation;1;1_1;Kannemoor;no;85220;4;2000-10-02;180;24.61;%;21.81;%;20.87;%;NA;mm;NA;mm;NA;mm;94.5;t/ha;23.03;%;68.75;t/ha;12.59;%;4.88;78;16.9;%;45.33;mmol/kg;3.63;mmol/kg;14.76;mmol/kg;55.13;mmol/kg;2.07;mmol/kg;17.35;mmol/kg;5.1;mmol/kg;4.46;%
Observation;1;1_1;Kannemoor;no;85206;1;2000-10-21;199;NA;%;NA;%;NA;%;NA;mm;NA;mm;NA;mm;96.3;t/ha;24.11;%;NA;t/ha;NA;%;NA;84;17.88;%;46.9;mmol/kg;1.95;mmol/kg;10.31;mmol/kg;44.03;mmol/kg;1.56;mmol/kg;19.5;mmol/kg;4.34;mmol/kg;4.03;%
Observation;1;1_1;Kannemoor;no;85209;2;2000-10-21;199;NA;%;NA;%;NA;%;NA;mm;NA;mm;NA;mm;99.45;t/ha;23.2;%;NA;t/ha;NA;%;NA;84;17.21;%;47.1;mmol/kg;3.18;mmol/kg;14.25;mmol/kg;48.14;mmol/kg;2.72;mmol/kg;13.95;mmol/kg;4.68;mmol/kg;4.37;%
Observation;1;1_1;Kannemoor;no;85213;3;2000-10-21;199;NA;%;NA;%;NA;%;NA;mm;NA;mm;NA;mm;95.65;t/ha;24.2;%;NA;t/ha;NA;%;NA;85;17.86;%;43.95;mmol/kg;2.5;mmol/kg;10.89;mmol/kg;43.75;mmol/kg;1.3;mmol/kg;14.9;mmol/kg;4.31;mmol/kg;4.29;%
Observation;1;1_1;Kannemoor;no;85222;4;2000-10-21;199;NA;%;NA;%;NA;%;NA;mm;NA;mm;NA;mm;95.9;t/ha;24.57;%;NA;t/ha;NA;%;NA;88;17.72;%;44.5;mmol/kg;2.4;mmol/kg;10.09;mmol/kg;44.81;mmol/kg;1.4;mmol/kg;17.05;mmol/kg;4.82;mmol/kg;4.77;%
Observation;2;2_1;Reutershof;no;85251;1;2000-05-29;67;8.33;%;9.04;%;14.36;%;8.51;mm;12.16;mm;30.1;mm;0.723;t/ha;14.29;%;4.615;t/ha;11.84;%;1.17;104;6.82;%;100.9;mmol/kg;7.05;mmol/kg;18.77;mmol/kg;68.86;mmol/kg;15.06;mmol/kg;12.85;mmol/kg;30.8;mmol/kg;5.09;%
Observation;2;2_1;Reutershof;no;85260;2;2000-05-29;67;8.82;%;8.86;%;12.68;%;10.41;mm;11.39;mm;22.56;mm;0.767;t/ha;14.04;%;4.925;t/ha;11.75;%;0.92;101;6.78;%;98.15;mmol/kg;6.9;mmol/kg;18.19;mmol/kg;58.1;mmol/kg;17.37;mmol/kg;11.85;mmol/kg;36.52;mmol/kg;5.07;%
Observation;2;2_1;Reutershof;no;85264;3;2000-05-29;67;8.6;%;10.27;%;13.66;%;9.56;mm;17.71;mm;26.95;mm;0.814;t/ha;14;%;5.14;t/ha;11.2;%;1.34;96;6.87;%;99.55;mmol/kg;6.15;mmol/kg;18.41;mmol/kg;57.57;mmol/kg;16.27;mmol/kg;11.35;mmol/kg;27.91;mmol/kg;4.95;%
Observation;2;2_1;Reutershof;no;85273;4;2000-05-29;67;8.59;%;9.36;%;13.89;%;9.52;mm;13.61;mm;28.02;mm;0.444;t/ha;13.76;%;3.285;t/ha;11.58;%;0.95;102;6.16;%;104.5;mmol/kg;9;mmol/kg;17.44;mmol/kg;62.19;mmol/kg;20.34;mmol/kg;11.25;mmol/kg;38.09;mmol/kg;5.18;%
Observation;2;2_1;Reutershof;no;85252;1;2000-06-26;95;5.68;%;5.18;%;NA;%;0;mm;0;mm;NA;mm;12.75;t/ha;18.36;%;16.55;t/ha;11.95;%;2.34;87;12.44;%;61.8;mmol/kg;6.05;mmol/kg;15.67;mmol/kg;64;mmol/kg;3.27;mmol/kg;20.05;mmol/kg;9.13;mmol/kg;3.87;%
Observation;2;2_1;Reutershof;no;85262;2;2000-06-26;95;5.69;%;4.73;%;8.68;%;0;mm;0;mm;4.57;mm;9.5;t/ha;18.31;%;13;t/ha;13.8;%;1.77;92;12.45;%;57.65;mmol/kg;4.6;mmol/kg;13.72;mmol/kg;51.87;mmol/kg;1.99;mmol/kg;18.75;mmol/kg;10.23;mmol/kg;3.94;%
Observation;2;2_1;Reutershof;no;85266;3;2000-06-26;95;5.61;%;4.39;%;9.99;%;0;mm;0;mm;10.46;mm;10.95;t/ha;18.31;%;15.15;t/ha;13.13;%;2.2;96;12.46;%;57.8;mmol/kg;5.05;mmol/kg;12.88;mmol/kg;51.47;mmol/kg;1.72;mmol/kg;18.9;mmol/kg;10.85;mmol/kg;3.94;%
Observation;2;2_1;Reutershof;no;85271;4;2000-06-26;95;4.91;%;4.24;%;8.01;%;0;mm;0;mm;1.55;mm;12.6;t/ha;18.72;%;17.6;t/ha;13.68;%;2.31;102;12.84;%;60.1;mmol/kg;4.4;mmol/kg;14.69;mmol/kg;58.52;mmol/kg;1.7;mmol/kg;18.08;mmol/kg;10.03;mmol/kg;4.12;%
Observation;2;2_1;Reutershof;no;85253;1;2000-07-24;123;6.51;%;4.9;%;5.37;%;1.4;mm;0;mm;0;mm;35.8;t/ha;18.63;%;39.4;t/ha;11.84;%;4.47;92;13.34;%;57.1;mmol/kg;6.35;mmol/kg;12.75;mmol/kg;52.63;mmol/kg;6.59;mmol/kg;16.5;mmol/kg;8.28;mmol/kg;3.7;%
Observation;2;2_1;Reutershof;no;85261;2;2000-07-24;123;7.37;%;6.46;%;NA;%;4.76;mm;0.57;mm;NA;mm;29.1;t/ha;18.46;%;39.1;t/ha;12.48;%;3.42;102;13.23;%;48.9;mmol/kg;5;mmol/kg;11.29;mmol/kg;41.7;mmol/kg;3.62;mmol/kg;18.3;mmol/kg;9.57;mmol/kg;3.52;%
Observation;2;2_1;Reutershof;no;85268;3;2000-07-24;123;7.31;%;5.59;%;NA;%;4.51;mm;0;mm;NA;mm;29;t/ha;18.38;%;33.3;t/ha;12.72;%;3.73;98;13.23;%;49;mmol/kg;5.18;mmol/kg;11.24;mmol/kg;45.68;mmol/kg;3.47;mmol/kg;15.3;mmol/kg;9.12;mmol/kg;NA;%
Observation;2;2_1;Reutershof;no;85269;4;2000-07-24;123;5.91;%;4.82;%;NA;%;0;mm;0;mm;NA;mm;30.95;t/ha;18.59;%;38.1;t/ha;12.27;%;3.96;104;13.3;%;50.15;mmol/kg;5.3;mmol/kg;10.98;mmol/kg;47.04;mmol/kg;3.9;mmol/kg;15.3;mmol/kg;9.16;mmol/kg;3.64;%
Observation;2;2_1;Reutershof;no;85254;1;2000-08-21;151;13.72;%;10.38;%;8.45;%;29.53;mm;18.2;mm;3.52;mm;65.2;t/ha;19.12;%;59.53;t/ha;12.49;%;5.56;98;14.16;%;44.55;mmol/kg;4;mmol/kg;8.32;mmol/kg;32.85;mmol/kg;1.5;mmol/kg;16.35;mmol/kg;4.62;mmol/kg;3.42;%
Observation;2;2_1;Reutershof;no;85257;2;2000-08-21;151;13.3;%;9.8;%;8.59;%;27.87;mm;15.59;mm;4.14;mm;60.9;t/ha;18.67;%;57.91;t/ha;10.75;%;5.28;108;13.62;%;42.7;mmol/kg;3.2;mmol/kg;7.83;mmol/kg;26.19;mmol/kg;1.63;mmol/kg;12.85;mmol/kg;NA;mmol/kg;3.48;%
Observation;2;2_1;Reutershof;no;85265;3;2000-08-21;151;11.72;%;8.73;%;7.73;%;21.72;mm;10.79;mm;0.31;mm;66.25;t/ha;19.03;%;67.23;t/ha;10.76;%;6.65;102;14.09;%;43.2;mmol/kg;3.35;mmol/kg;8.85;mmol/kg;34.07;mmol/kg;1.85;mmol/kg;10.8;mmol/kg;4.29;mmol/kg;3.36;%
Observation;2;2_1;Reutershof;no;85274;4;2000-08-21;151;12.81;%;10.09;%;10.11;%;25.96;mm;16.9;mm;11;mm;58.05;t/ha;19.55;%;61.39;t/ha;11.12;%;5.37;98;13.74;%;42.2;mmol/kg;4.2;mmol/kg;6.95;mmol/kg;29.29;mmol/kg;1.31;mmol/kg;10.25;mmol/kg;4.77;mmol/kg;3.4;%
Observation;2;2_1;Reutershof;no;85255;1;2000-09-18;179;14.17;%;9.89;%;9.07;%;31.26;mm;16;mm;6.32;mm;75.1;t/ha;20.74;%;60;t/ha;12.45;%;5.74;86;15.91;%;38;mmol/kg;3.95;mmol/kg;6.64;mmol/kg;28.63;mmol/kg;1.33;mmol/kg;10.61;mmol/kg;4.2;mmol/kg;3.46;%
Observation;2;2_1;Reutershof;no;85258;2;2000-09-18;179;15.1;%;10.32;%;8.22;%;34.88;mm;17.95;mm;2.49;mm;83.9;t/ha;20.55;%;67.85;t/ha;11.55;%;6.01;99;15.59;%;42.8;mmol/kg;3.3;mmol/kg;8.76;mmol/kg;31.37;mmol/kg;2.68;mmol/kg;12.53;mmol/kg;4.16;mmol/kg;3.32;%
Observation;2;2_1;Reutershof;no;85267;3;2000-09-18;179;12.88;%;9.9;%;9.15;%;26.25;mm;16.05;mm;6.67;mm;73.4;t/ha;20.85;%;65.3;t/ha;13.05;%;6;108;15.82;%;38.85;mmol/kg;3.25;mmol/kg;6.42;mmol/kg;27.9;mmol/kg;1.45;mmol/kg;11.35;mmol/kg;3.89;mmol/kg;3.5;%
Observation;2;2_1;Reutershof;no;85270;4;2000-09-18;179;15.08;%;10.22;%;7.66;%;34.81;mm;17.49;mm;0;mm;76.2;t/ha;20.89;%;70.4;t/ha;11.93;%;6.07;92;15.87;%;42.55;mmol/kg;3.3;mmol/kg;9.83;mmol/kg;36.61;mmol/kg;2.39;mmol/kg;12.25;mmol/kg;4.54;mmol/kg;3.51;%
Observation;2;2_1;Reutershof;no;85256;1;2000-10-16;207;13.46;%;9.32;%;8.85;%;28.49;mm;13.45;mm;5.34;mm;85.3;t/ha;22;%;67.65;t/ha;13.91;%;4.09;98;17.07;%;39.95;mmol/kg;3.65;mmol/kg;8.94;mmol/kg;31.85;mmol/kg;1.58;mmol/kg;12.35;mmol/kg;4.37;mmol/kg;3.43;%
Observation;2;2_1;Reutershof;no;85259;2;2000-10-16;207;11.29;%;9.58;%;8.9;%;20.03;mm;14.63;mm;5.54;mm;80.25;t/ha;21.88;%;71.2;t/ha;13.51;%;4.68;96;16.76;%;40.65;mmol/kg;2.8;mmol/kg;10.09;mmol/kg;33.13;mmol/kg;2.06;mmol/kg;11.75;mmol/kg;3.77;mmol/kg;3.42;%
Observation;2;2_1;Reutershof;no;85263;3;2000-10-16;207;12.66;%;9.75;%;8.2;%;25.36;mm;15.38;mm;2.41;mm;85.4;t/ha;22.1;%;68.1;t/ha;12.9;%;4.67;104;17.21;%;40.5;mmol/kg;2.85;mmol/kg;11.07;mmol/kg;35.32;mmol/kg;1.7;mmol/kg;11.75;mmol/kg;4.29;mmol/kg;3.51;%
Observation;2;2_1;Reutershof;no;85272;4;2000-10-16;207;12.93;%;9.26;%;8.69;%;26.44;mm;13.17;mm;4.62;mm;81.8;t/ha;22.56;%;64.2;t/ha;14.06;%;4.56;97;17.55;%;38.75;mmol/kg;2.1;mmol/kg;7.52;mmol/kg;32.02;mmol/kg;1;mmol/kg;12.95;mmol/kg;3.71;mmol/kg;3.59;%
Observation;3;3_1;Suderburg;no;85301;1;2000-06-14;68;3.32;%;NA;%;NA;%;3.96;mm;NA;mm;NA;mm;5.545;t/ha;20.87;%;20;t/ha;11.33;%;1.7;102;12.53;%;149.8;mmol/kg;13.7;mmol/kg;40.41;mmol/kg;145.93;mmol/kg;21.11;mmol/kg;28.77;mmol/kg;18.04;mmol/kg;5.31;%
Observation;3;3_1;Suderburg;no;85313;2;2000-06-14;68;3.74;%;NA;%;NA;%;5.6;mm;NA;mm;NA;mm;4.625;t/ha;18.92;%;19;t/ha;10.07;%;1.96;101;11.15;%;130.3;mmol/kg;11.1;mmol/kg;28.59;mmol/kg;95.38;mmol/kg;21.33;mmol/kg;25.15;mmol/kg;18.34;mmol/kg;5.55;%
Observation;3;3_1;Suderburg;no;85324;3;2000-06-14;68;3.23;%;NA;%;NA;%;3.61;mm;NA;mm;NA;mm;4.975;t/ha;19.4;%;20;t/ha;11.37;%;1.91;102;11.37;%;144.8;mmol/kg;14.6;mmol/kg;33.33;mmol/kg;140.51;mmol/kg;32.54;mmol/kg;27.5;mmol/kg;16.19;mmol/kg;5.34;%
Observation;3;3_1;Suderburg;no;85327;4;2000-06-14;68;3.3;%;NA;%;NA;%;3.86;mm;NA;mm;NA;mm;4.51;t/ha;19.54;%;18.8;t/ha;11.34;%;1.74;100;11.46;%;142;mmol/kg;12.9;mmol/kg;35.19;mmol/kg;139.54;mmol/kg;25.62;mmol/kg;27.32;mmol/kg;15.57;mmol/kg;5.25;%
Observation;3;3_1;Suderburg;no;85302;1;2000-07-11;95;7.69;%;7.93;%;11.66;%;21.01;mm;5.69;mm;16.48;mm;20.25;t/ha;16.96;%;39.2;t/ha;11.91;%;3.47;98;11.15;%;79.5;mmol/kg;6.7;mmol/kg;17.17;mmol/kg;86.81;mmol/kg;18.58;mmol/kg;18.8;mmol/kg;10.77;mmol/kg;3.94;%
Observation;3;3_1;Suderburg;no;85315;2;2000-07-11;95;6.94;%;6.98;%;8.45;%;18.08;mm;1.41;mm;2.02;mm;21.7;t/ha;17.89;%;40.4;t/ha;12.1;%;3.46;114;11.92;%;64.7;mmol/kg;4.8;mmol/kg;12.39;mmol/kg;66.85;mmol/kg;12.64;mmol/kg;18.5;mmol/kg;8.55;mmol/kg;4;%
Observation;3;3_1;Suderburg;no;85320;3;2000-07-11;95;6.63;%;5.97;%;7.21;%;16.87;mm;0;mm;0;mm;19.85;t/ha;18.08;%;39.3;t/ha;13.04;%;2.65;102;12.25;%;68.35;mmol/kg;5;mmol/kg;16.15;mmol/kg;76.47;mmol/kg;11.54;mmol/kg;19.7;mmol/kg;9.1;mmol/kg;4.06;%
Observation;3;3_1;Suderburg;no;85330;4;2000-07-11;95;7.03;%;7.65;%;7.19;%;18.44;mm;4.43;mm;0;mm;20.6;t/ha;18.21;%;37.7;t/ha;12.35;%;3.13;109;12.19;%;75.45;mmol/kg;6.05;mmol/kg;11.55;mmol/kg;69.87;mmol/kg;12.86;mmol/kg;20.05;mmol/kg;8.81;mmol/kg;3.86;%
Observation;3;3_1;Suderburg;no;85303;1;2000-08-08;123;10.64;%;12.52;%;13.37;%;32.51;mm;26.34;mm;24.15;mm;39.6;t/ha;17.68;%;70.7;t/ha;11.28;%;5.17;101;12.39;%;60.05;mmol/kg;5;mmol/kg;11.15;mmol/kg;57.82;mmol/kg;13.19;mmol/kg;14.35;mmol/kg;6.74;mmol/kg;3.55;%
Observation;3;3_1;Suderburg;no;85314;2;2000-08-08;123;9.12;%;10.41;%;9.25;%;26.57;mm;16.86;mm;5.62;mm;42.05;t/ha;19.76;%;66.1;t/ha;10.72;%;4.18;102;14.23;%;53.5;mmol/kg;4;mmol/kg;8.23;mmol/kg;45;mmol/kg;5.39;mmol/kg;14;mmol/kg;5.66;mmol/kg;3.94;%
Observation;3;3_1;Suderburg;no;85317;3;2000-08-08;123;9.95;%;11.91;%;15.52;%;29.8;mm;23.59;mm;33.86;mm;40.8;t/ha;18.04;%;66.8;t/ha;11.24;%;5.22;99;12.79;%;61.3;mmol/kg;4.9;mmol/kg;9.43;mmol/kg;53.87;mmol/kg;11.43;mmol/kg;13.6;mmol/kg;6.53;mmol/kg;3.23;%
Observation;3;3_1;Suderburg;no;85332;4;2000-08-08;123;8.88;%;10.05;%;9.24;%;25.63;mm;15.23;mm;5.58;mm;37.2;t/ha;18.93;%;73.1;t/ha;11.35;%;5.12;96;13.54;%;43.55;mmol/kg;3.7;mmol/kg;8.45;mmol/kg;43.96;mmol/kg;6.2;mmol/kg;12.55;mmol/kg;6.4;mmol/kg;3.75;%
Observation;3;3_1;Suderburg;no;85304;1;2000-09-05;151;11.82;%;10.41;%;10.44;%;37.11;mm;16.83;mm;10.98;mm;61.5;t/ha;20.63;%;75.8;t/ha;11.83;%;5.2;93;15.64;%;45.9;mmol/kg;3.9;mmol/kg;11.95;mmol/kg;47.12;mmol/kg;3.22;mmol/kg;12.9;mmol/kg;4.28;mmol/kg;NA;%
Observation;3;3_1;Suderburg;no;85316;2;2000-09-05;151;11.75;%;9.2;%;9.78;%;36.82;mm;11.38;mm;8.01;mm;60.3;t/ha;21.83;%;74;t/ha;11.67;%;5.3;112;16.09;%;38.8;mmol/kg;2.5;mmol/kg;9.52;mmol/kg;42.47;mmol/kg;1.55;mmol/kg;14;mmol/kg;4.42;mmol/kg;4.14;%
Observation;3;3_1;Suderburg;no;85321;3;2000-09-05;151;11.28;%;8.89;%;8.43;%;34.98;mm;10.01;mm;1.92;mm;60.35;t/ha;21.71;%;69.7;t/ha;11.82;%;5.27;103;16.21;%;38.55;mmol/kg;2;mmol/kg;11.99;mmol/kg;44.91;mmol/kg;1.47;mmol/kg;13.95;mmol/kg;4.37;mmol/kg;4.01;%
Observation;3;3_1;Suderburg;no;85326;4;2000-09-05;151;12.52;%;10.57;%;11.89;%;39.81;mm;17.55;mm;17.51;mm;63.25;t/ha;20.55;%;85.5;t/ha;11.2;%;6.32;105;15.28;%;47;mmol/kg;4.35;mmol/kg;10.84;mmol/kg;43.11;mmol/kg;3.65;mmol/kg;13.2;mmol/kg;4.91;mmol/kg;3.91;%
Observation;3;3_1;Suderburg;no;85305;1;2000-10-03;179;12.84;%;12.87;%;13.31;%;41.07;mm;27.91;mm;23.91;mm;73.2;t/ha;22.76;%;80.25;t/ha;13.24;%;6.07;100;17.13;%;37.65;mmol/kg;2.6;mmol/kg;12.39;mmol/kg;43.32;mmol/kg;1.63;mmol/kg;12.4;mmol/kg;3.99;mmol/kg;4.02;%
Observation;3;3_1;Suderburg;no;85309;2;2000-10-03;179;11.68;%;11.3;%;11.34;%;36.57;mm;20.84;mm;15.05;mm;76.5;t/ha;22.3;%;86.76;t/ha;11.38;%;5.87;101;16.76;%;45.5;mmol/kg;2.9;mmol/kg;8.5;mmol/kg;37.36;mmol/kg;2.15;mmol/kg;13.35;mmol/kg;5.21;mmol/kg;3.75;%
Observation;3;3_1;Suderburg;no;85319;3;2000-10-03;179;12.52;%;13.03;%;10.99;%;39.81;mm;28.64;mm;13.44;mm;70.4;t/ha;22.09;%;89.58;t/ha;12.39;%;6.15;101;16.66;%;43.35;mmol/kg;3.6;mmol/kg;11.02;mmol/kg;45.39;mmol/kg;3.3;mmol/kg;13.35;mmol/kg;4.78;mmol/kg;3.66;%
Observation;3;3_1;Suderburg;no;85331;4;2000-10-03;179;11.2;%;10.32;%;9.88;%;34.67;mm;16.45;mm;8.46;mm;73.25;t/ha;23.79;%;77.31;t/ha;11.97;%;5.48;108;17.7;%;35.5;mmol/kg;1.75;mmol/kg;8.98;mmol/kg;45.29;mmol/kg;0.84;mmol/kg;13.7;mmol/kg;4.38;mmol/kg;4.23;%
Observation;3;3_1;Suderburg;no;85306;1;2000-10-30;206;11.5;%;11.29;%;11.88;%;35.87;mm;20.79;mm;17.47;mm;79;t/ha;26.21;%;60.75;t/ha;13.79;%;3.95;108;19.32;%;38.5;mmol/kg;2.2;mmol/kg;9.43;mmol/kg;42.38;mmol/kg;1.3;mmol/kg;15.95;mmol/kg;3.82;mmol/kg;4.36;%
Observation;3;3_1;Suderburg;no;85312;2;2000-10-30;206;11.29;%;11.27;%;11.88;%;35.02;mm;20.71;mm;17.47;mm;83.55;t/ha;23.56;%;74;t/ha;12.94;%;4.81;88;18.15;%;40.5;mmol/kg;3.6;mmol/kg;11.99;mmol/kg;48.39;mmol/kg;3.02;mmol/kg;14.9;mmol/kg;4.41;mmol/kg;3.85;%
