Observation;site_no;Trial;site;irrigation;rep_id;rep;date;dps;soil_moisture_30;Unit_soil_moisture_30;soil_moisture_60;Unit_soil_moisture_60;soil_moisture_90;Unit_soil_moisture_90;PAW_30;Unit_PAW_30;PAW_60;Unit_PAW_60;PAW_90;Unit_PAW_90;root_yield;Unit_root_yield;root_dry_matter;Unit_root_dry_matter;leaf_yield;Unit_leaf_yield;leaf_dry_matter;Unit_leaf_dry_matter;LAI;n;sugar;Unit_sugar;K;Unit_K;Na;Unit_Na;amino_N;Unit_amino_N;soluble_Nt;Unit_soluble_Nt;NO3;Unit_NO3;betaine;Unit_betaine;invert_sugar;Unit_invert_sugar;marc;Unit_marc
Observation;1;1_2;Kannemoor;no;86079;4;2001-08-20;119;22.11;%;24.9;%;32.12;%;NA;mm;NA;mm;NA;mm;52.55;t/ha;18.69;%;86.51;t/ha;10.58;%;5.89;90;13.66;%;48.4;mmol/kg;8.3;mmol/kg;9.87;mmol/kg;36.41;mmol/kg;2.05;mmol/kg;9.87;mmol/kg;3.35;mmol/kg;3.53;%
Observation;1;1_2;Kannemoor;no;86054;1;2001-09-17;147;20.9;%;19.76;%;24.31;%;NA;mm;NA;mm;NA;mm;71.85;t/ha;21.11;%;78.72;t/ha;10.86;%;5.87;81;15.9;%;45;mmol/kg;7.5;mmol/kg;9.87;mmol/kg;36.43;mmol/kg;1.62;mmol/kg;8.95;mmol/kg;3.29;mmol/kg;3.62;%
Observation;1;1_2;Kannemoor;no;86058;2;2001-09-17;147;20.82;%;23.59;%;23.79;%;NA;mm;NA;mm;NA;mm;75.35;t/ha;20.29;%;98.76;t/ha;10.42;%;6.41;86;14.92;%;48.45;mmol/kg;6.65;mmol/kg;12.3;mmol/kg;44.36;mmol/kg;3.73;mmol/kg;9.4;mmol/kg;3.56;mmol/kg;3.69;%
Observation;1;1_2;Kannemoor;no;86066;3;2001-09-17;147;24.97;%;22.07;%;26.02;%;NA;mm;NA;mm;NA;mm;NA;t/ha;NA;%;86.3;t/ha;11.15;%;5.59;86;NA;%;NA;mmol/kg;NA;mmol/kg;NA;mmol/kg;NA;mmol/kg;NA;mmol/kg;NA;mmol/kg;NA;mmol/kg;NA;%
Observation;1;1_2;Kannemoor;no;86069;4;2001-09-17;147;19.31;%;21.17;%;26.19;%;NA;mm;NA;mm;NA;mm;72.05;t/ha;21.5;%;80.8;t/ha;11.7;%;6.12;81;15.55;%;49.2;mmol/kg;6.2;mmol/kg;9.38;mmol/kg;38.53;mmol/kg;2.03;mmol/kg;9.69;mmol/kg;4.31;mmol/kg;4.09;%
Observation;1;1_2;Kannemoor;no;86055;1;2001-10-15;175;25.27;%;26.58;%;33.49;%;NA;mm;NA;mm;NA;mm;80.6;t/ha;22.9;%;60.87;t/ha;12.17;%;4.04;75;17.24;%;44.25;mmol/kg;4.25;mmol/kg;11.6;mmol/kg;39.39;mmol/kg;0.72;mmol/kg;11.62;mmol/kg;3.72;mmol/kg;3.98;%
Observation;1;1_2;Kannemoor;no;86057;2;2001-10-15;175;27.07;%;29.13;%;37.6;%;NA;mm;NA;mm;NA;mm;80.1;t/ha;22.97;%;72.21;t/ha;11.88;%;4.28;86;16.77;%;49;mmol/kg;5.9;mmol/kg;14.38;mmol/kg;49.17;mmol/kg;2.24;mmol/kg;11.84;mmol/kg;4.11;mmol/kg;4.5;%
Observation;1;1_2;Kannemoor;no;86068;3;2001-10-15;175;24.24;%;23.24;%;32.77;%;NA;mm;NA;mm;NA;mm;84.7;t/ha;22.18;%;78.54;t/ha;11.76;%;5.08;79;16.41;%;47.4;mmol/kg;7;mmol/kg;13.85;mmol/kg;47.86;mmol/kg;2.14;mmol/kg;12.34;mmol/kg;5.37;mmol/kg;4.06;%
Observation;1;1_2;Kannemoor;no;86078;4;2001-10-15;175;24.89;%;26.89;%;32.74;%;NA;mm;NA;mm;NA;mm;82.9;t/ha;22.89;%;86.87;t/ha;12.05;%;5.13;103;16.88;%;44.75;mmol/kg;5.75;mmol/kg;14.56;mmol/kg;44.84;mmol/kg;1.66;mmol/kg;13.05;mmol/kg;4.9;mmol/kg;4.37;%
Observation;1;1_2;Kannemoor;no;86059;1;2001-11-02;193;20.49;%;20.6;%;27.19;%;NA;mm;NA;mm;NA;mm;80.05;t/ha;24.3;%;72.9;t/ha;12.1;%;4.05;80;17.08;%;43.6;mmol/kg;5.6;mmol/kg;12.75;mmol/kg;45.37;mmol/kg;1.64;mmol/kg;13.37;mmol/kg;4.38;mmol/kg;4.07;%
Observation;1;1_2;Kannemoor;no;86064;2;2001-11-02;193;20.02;%;20.38;%;33.78;%;NA;mm;NA;mm;NA;mm;81.8;t/ha;22.72;%;84.2;t/ha;12.94;%;4.99;85;16.59;%;46.6;mmol/kg;5.65;mmol/kg;15.4;mmol/kg;46.19;mmol/kg;2.57;mmol/kg;11.31;mmol/kg;5.14;mmol/kg;4.03;%
Observation;1;1_2;Kannemoor;no;86072;3;2001-11-02;193;20.8;%;21.96;%;27.72;%;NA;mm;NA;mm;NA;mm;84.2;t/ha;22.69;%;65.2;t/ha;12.56;%;3.89;87;17.19;%;43.2;mmol/kg;6.2;mmol/kg;12.7;mmol/kg;46.96;mmol/kg;1.53;mmol/kg;13.2;mmol/kg;4.63;mmol/kg;3.53;%
Observation;1;1_2;Kannemoor;no;86076;4;2001-11-02;193;20.43;%;18.56;%;NA;%;NA;mm;NA;mm;NA;mm;79.9;t/ha;22.97;%;79.7;t/ha;12.35;%;4.85;77;16.8;%;47.9;mmol/kg;5.55;mmol/kg;16.11;mmol/kg;51.7;mmol/kg;2.95;mmol/kg;13.16;mmol/kg;5.08;mmol/kg;3.95;%
Observation;2;2_2;Reutershof;no;86101;1;2001-06-11;67;17.86;%;16.05;%;15.42;%;30.67;mm;46.73;mm;37.91;mm;1.505;t/ha;12.26;%;10.85;t/ha;10.36;%;1.84;99;5.68;%;109.1;mmol/kg;13.8;mmol/kg;26.29;mmol/kg;108.16;mmol/kg;38.95;mmol/kg;11.64;mmol/kg;11.78;mmol/kg;4.51;%
Observation;2;2_2;Reutershof;no;86109;2;2001-06-11;67;16.72;%;15.82;%;16.51;%;26.2;mm;45.69;mm;42.78;mm;1.165;t/ha;12.13;%;8.255;t/ha;10.5;%;1.75;112;7.38;%;140.6;mmol/kg;14.9;mmol/kg;37.53;mmol/kg;104.81;mmol/kg;41.64;mmol/kg;11.28;mmol/kg;11.07;mmol/kg;4.48;%
Observation;2;2_2;Reutershof;no;86118;3;2001-06-11;67;15.52;%;16.17;%;15.74;%;21.51;mm;47.29;mm;39.32;mm;0.905;t/ha;12.07;%;7.858;t/ha;10.79;%;1.81;112;5.62;%;110.4;mmol/kg;14;mmol/kg;29.21;mmol/kg;127.87;mmol/kg;41.27;mmol/kg;14.06;mmol/kg;13.41;mmol/kg;4.61;%
Observation;2;2_2;Reutershof;no;86122;4;2001-06-11;67;16.77;%;16.63;%;16.08;%;26.4;mm;49.31;mm;40.84;mm;1.75;t/ha;12.59;%;13.57;t/ha;9.87;%;2.55;110;6.04;%;110.7;mmol/kg;16.3;mmol/kg;29.74;mmol/kg;119.77;mmol/kg;45.24;mmol/kg;12.47;mmol/kg;11.23;mmol/kg;4.48;%
Observation;2;2_2;Reutershof;no;86102;1;2001-07-09;95;8.01;%;NA;%;12.66;%;0;mm;NA;mm;25.49;mm;15.85;t/ha;16.78;%;52.6;t/ha;9.17;%;5.53;107;11.39;%;59.3;mmol/kg;12.7;mmol/kg;19.83;mmol/kg;66.96;mmol/kg;6.93;mmol/kg;13.78;mmol/kg;8.72;mmol/kg;3.94;%
Observation;2;2_2;Reutershof;no;86112;2;2001-07-09;95;11.26;%;12.32;%;12.89;%;4.92;mm;29.95;mm;26.52;mm;21.9;t/ha;15.03;%;51.9;t/ha;8.59;%;5.24;94;10.85;%;56.1;mmol/kg;17.55;mmol/kg;16.95;mmol/kg;53.69;mmol/kg;5.82;mmol/kg;11.33;mmol/kg;7.54;mmol/kg;3.81;%
Observation;2;2_2;Reutershof;no;86116;3;2001-07-09;95;10.32;%;11.97;%;13.73;%;1.26;mm;28.35;mm;30.3;mm;23.1;t/ha;16.09;%;64.93;t/ha;8.31;%;5.72;101;10.64;%;62.15;mmol/kg;18.25;mmol/kg;21.47;mmol/kg;55.85;mmol/kg;11.16;mmol/kg;12.07;mmol/kg;8.22;mmol/kg;3.88;%
Observation;2;2_2;Reutershof;no;86119;4;2001-07-09;95;9.28;%;12.64;%;12.5;%;0;mm;31.38;mm;24.73;mm;21.85;t/ha;17.28;%;52.96;t/ha;8.77;%;4.94;106;11.49;%;58.95;mmol/kg;13.95;mmol/kg;21.24;mmol/kg;63.8;mmol/kg;7.38;mmol/kg;14.39;mmol/kg;8.67;mmol/kg;4.04;%
Observation;2;2_2;Reutershof;no;86103;1;2001-08-06;123;NA;%;9.63;%;8.26;%;NA;mm;17.84;mm;5.66;mm;51.55;t/ha;16.5;%;75.9;t/ha;10.54;%;6.57;96;11.6;%;36.8;mmol/kg;13.35;mmol/kg;11.86;mmol/kg;39.19;mmol/kg;3.13;mmol/kg;8.41;mmol/kg;5.02;mmol/kg;3.22;%
Observation;2;2_2;Reutershof;no;86111;2;2001-08-06;123;15.53;%;9.41;%;8.38;%;21.58;mm;16.83;mm;6.22;mm;48.65;t/ha;17.16;%;85.98;t/ha;9.98;%;6.79;87;12.09;%;39.7;mmol/kg;12.03;mmol/kg;11.45;mmol/kg;36.27;mmol/kg;2.6;mmol/kg;9.57;mmol/kg;5.5;mmol/kg;3.48;%
Observation;2;2_2;Reutershof;no;86114;3;2001-08-06;123;14.29;%;11.54;%;10.34;%;16.74;mm;26.42;mm;15.03;mm;47.45;t/ha;16.38;%;85.82;t/ha;10.08;%;7.35;92;11.37;%;37.9;mmol/kg;16.5;mmol/kg;10.89;mmol/kg;35.14;mmol/kg;3.4;mmol/kg;9.06;mmol/kg;5.47;mmol/kg;3.34;%
Observation;2;2_2;Reutershof;no;86124;4;2001-08-06;123;15.88;%;10.14;%;8.65;%;22.94;mm;20.13;mm;7.42;mm;49.05;t/ha;17.27;%;79.01;t/ha;10.81;%;6.27;100;12.17;%;40.55;mmol/kg;10.6;mmol/kg;9.74;mmol/kg;32.3;mmol/kg;1.46;mmol/kg;8.4;mmol/kg;4.36;mmol/kg;3.77;%
Observation;2;2_2;Reutershof;no;86104;1;2001-09-03;151;14.84;%;9.88;%;7.35;%;18.88;mm;18.94;mm;1.58;mm;74.6;t/ha;18.4;%;95.02;t/ha;10.07;%;6.86;92;13.67;%;38.05;mmol/kg;11.85;mmol/kg;14.69;mmol/kg;47.23;mmol/kg;3.5;mmol/kg;7.92;mmol/kg;4.29;mmol/kg;3.19;%
Observation;2;2_2;Reutershof;no;86108;2;2001-09-03;151;13.33;%;8.71;%;7.44;%;13;mm;13.72;mm;1.98;mm;78.8;t/ha;17.92;%;108.76;t/ha;9.94;%;6.2;100;13.35;%;36.25;mmol/kg;16.9;mmol/kg;11.29;mmol/kg;36.98;mmol/kg;3.61;mmol/kg;8.93;mmol/kg;4.15;mmol/kg;3;%
Observation;2;2_2;Reutershof;no;86117;3;2001-09-03;151;15.1;%;10.71;%;8.2;%;19.91;mm;22.69;mm;5.4;mm;80.35;t/ha;18.94;%;93.3;t/ha;10.97;%;6.44;100;14.07;%;38.75;mmol/kg;11.85;mmol/kg;11.24;mmol/kg;33.9;mmol/kg;2.44;mmol/kg;8.45;mmol/kg;3.98;mmol/kg;3.36;%
Observation;2;2_2;Reutershof;no;86120;4;2001-09-03;151;13.44;%;10.1;%;7.05;%;13.43;mm;19.97;mm;0.24;mm;77.2;t/ha;17.94;%;97.78;t/ha;10.2;%;6.82;103;13.5;%;37.05;mmol/kg;14.9;mmol/kg;10.93;mmol/kg;31.65;mmol/kg;2.87;mmol/kg;8.28;mmol/kg;4.15;mmol/kg;3.03;%
Observation;2;2_2;Reutershof;no;86105;1;2001-10-01;179;17.25;%;15.19;%;15.57;%;28.29;mm;42.84;mm;38.55;mm;94.65;t/ha;20.17;%;92.08;t/ha;9.55;%;5.95;94;15.13;%;40.35;mmol/kg;12.1;mmol/kg;13.94;mmol/kg;50.42;mmol/kg;3.75;mmol/kg;10.47;mmol/kg;3.95;mmol/kg;3.57;%
Observation;2;2_2;Reutershof;no;86110;2;2001-10-01;179;17.59;%;16.27;%;16.49;%;29.59;mm;47.73;mm;42.71;mm;90.05;t/ha;20.04;%;94.1;t/ha;10.57;%;6.22;90;14.95;%;41;mmol/kg;13.48;mmol/kg;18.08;mmol/kg;57.52;mmol/kg;5.77;mmol/kg;9.9;mmol/kg;5.1;mmol/kg;3.75;%
Observation;2;2_2;Reutershof;no;86113;3;2001-10-01;179;16.73;%;15.53;%;16.15;%;26.24;mm;44.39;mm;41.17;mm;92.25;t/ha;19.37;%;98.2;t/ha;10.09;%;5.92;96;14.6;%;46;mmol/kg;13.65;mmol/kg;16.95;mmol/kg;49.47;mmol/kg;6.68;mmol/kg;9.83;mmol/kg;4.48;mmol/kg;3.41;%
Observation;2;2_2;Reutershof;no;86121;4;2001-10-01;179;18.23;%;15.7;%;15.34;%;32.09;mm;45.13;mm;37.51;mm;88.9;t/ha;19.89;%;88.1;t/ha;10.42;%;5.48;95;15.15;%;41.97;mmol/kg;12.8;mmol/kg;12.51;mmol/kg;42.73;mmol/kg;2.56;mmol/kg;8.21;mmol/kg;3.63;mmol/kg;NA;%
Observation;2;2_2;Reutershof;no;86106;1;2001-10-29;207;21.64;%;18.7;%;18.75;%;45.39;mm;58.66;mm;52.89;mm;99.1;t/ha;20.91;%;66;t/ha;11.04;%;4.6;95;16.22;%;40;mmol/kg;10.5;mmol/kg;14.78;mmol/kg;47.72;mmol/kg;3.64;mmol/kg;10.38;mmol/kg;4.59;mmol/kg;3.32;%
Observation;2;2_2;Reutershof;no;86107;2;2001-10-29;207;21.7;%;19.05;%;20.39;%;45.65;mm;60.22;mm;60.24;mm;95.7;t/ha;20.03;%;91.1;t/ha;10.01;%;4.63;98;15.34;%;46.85;mmol/kg;15.3;mmol/kg;22.26;mmol/kg;70.71;mmol/kg;7.92;mmol/kg;11.01;mmol/kg;3.53;mmol/kg;3.29;%
Observation;2;2_2;Reutershof;no;86115;3;2001-10-29;207;21.04;%;19.08;%;20.27;%;43.05;mm;60.34;mm;59.7;mm;97;t/ha;20.4;%;80.6;t/ha;10.33;%;4.68;96;15.85;%;41.35;mmol/kg;15.5;mmol/kg;18.9;mmol/kg;55.78;mmol/kg;3.99;mmol/kg;11.49;mmol/kg;4;mmol/kg;3.19;%
Observation;2;2_2;Reutershof;no;86123;4;2001-10-29;207;21.8;%;18.82;%;18.85;%;46.01;mm;59.17;mm;53.33;mm;100.15;t/ha;20.73;%;76.5;t/ha;10.62;%;4.62;105;16.03;%;43.3;mmol/kg;10;mmol/kg;17.35;mmol/kg;48.27;mmol/kg;3.75;mmol/kg;10.52;mmol/kg;3.4;mmol/kg;3.45;%
Observation;3;3_3;Suderburg;no;86201;1;2001-06-26;90;10.85;%;10.43;%;8.76;%;33.31;mm;16.93;mm;3.4;mm;5.34;t/ha;13.05;%;26.745;t/ha;9.57;%;1.85;101;7.42;%;111.8;mmol/kg;10;mmol/kg;22.57;mmol/kg;95.93;mmol/kg;37.35;mmol/kg;12.12;mmol/kg;10.46;mmol/kg;3.91;%
Observation;3;3_3;Suderburg;no;86207;2;2001-06-26;90;11.23;%;11.53;%;9.88;%;34.81;mm;21.89;mm;8.47;mm;6.82;t/ha;13.13;%;35.74;t/ha;9.82;%;2.21;100;7.54;%;107.8;mmol/kg;10;mmol/kg;22.31;mmol/kg;79.04;mmol/kg;42.15;mmol/kg;12.4;mmol/kg;10.07;mmol/kg;3.91;%
Observation;3;3_3;Suderburg;no;86213;3;2001-06-26;90;10.41;%;10.53;%;11.74;%;31.59;mm;17.37;mm;16.81;mm;7.06;t/ha;13.79;%;33.455;t/ha;9.13;%;2.34;94;8.08;%;109.4;mmol/kg;9.1;mmol/kg;21.51;mmol/kg;76.49;mmol/kg;39.87;mmol/kg;13.51;mmol/kg;9.95;mmol/kg;4.11;%
Observation;3;3_3;Suderburg;no;86222;4;2001-06-26;90;10.48;%;10.26;%;11.79;%;31.87;mm;16.18;mm;17.05;mm;6.48;t/ha;13.56;%;31.9;t/ha;9.64;%;2.01;88;7.78;%;113;mmol/kg;10.8;mmol/kg;22.04;mmol/kg;90.77;mmol/kg;41.89;mmol/kg;14.2;mmol/kg;9.9;mmol/kg;3.95;%
Observation;3;3_3;Suderburg;no;86202;1;2001-07-24;118;10.24;%;8.93;%;9.32;%;30.93;mm;10.19;mm;5.94;mm;30.15;t/ha;16.54;%;80.2;t/ha;9.41;%;6.1;98;11.27;%;62.2;mmol/kg;5.75;mmol/kg;13.37;mmol/kg;52.07;mmol/kg;14.06;mmol/kg;9.55;mmol/kg;7.71;mmol/kg;3.73;%
Observation;3;3_3;Suderburg;no;86208;2;2001-07-24;118;8.64;%;9.35;%;10.87;%;24.71;mm;12.08;mm;12.93;mm;31.2;t/ha;16.67;%;80;t/ha;8.54;%;6.89;104;11.29;%;72.2;mmol/kg;7;mmol/kg;14.19;mmol/kg;56.98;mmol/kg;13.47;mmol/kg;15.33;mmol/kg;8.53;mmol/kg;3.46;%
Observation;3;3_3;Suderburg;no;86218;3;2001-07-24;118;9.3;%;8.7;%;12.05;%;27.28;mm;9.16;mm;18.22;mm;36.35;t/ha;17.51;%;71.1;t/ha;9.41;%;6.16;96;12.26;%;56.55;mmol/kg;5;mmol/kg;13.15;mmol/kg;55.43;mmol/kg;8.59;mmol/kg;12;mmol/kg;7.29;mmol/kg;3.61;%
Observation;3;3_3;Suderburg;no;86221;4;2001-07-24;118;9.72;%;8.51;%;11.3;%;28.92;mm;8.29;mm;14.83;mm;35.6;t/ha;17.42;%;73.08;t/ha;9.06;%;6.44;97;12.17;%;54.2;mmol/kg;4.5;mmol/kg;13.5;mmol/kg;48.48;mmol/kg;9.03;mmol/kg;10.52;mmol/kg;7.14;mmol/kg;3.71;%
Observation;3;3_3;Suderburg;no;86203;1;2001-08-21;146;11.77;%;11.87;%;12.71;%;36.92;mm;23.4;mm;21.21;mm;57;t/ha;18.82;%;92.39;t/ha;10.15;%;6.61;101;13.75;%;44.43;mmol/kg;4.9;mmol/kg;13.79;mmol/kg;51.1;mmol/kg;5.58;mmol/kg;8.67;mmol/kg;6.14;mmol/kg;3.49;%
Observation;3;3_3;Suderburg;no;86210;2;2001-08-21;146;11.25;%;10.42;%;11.63;%;34.87;mm;16.88;mm;16.36;mm;61.8;t/ha;19.35;%;84.96;t/ha;10.71;%;5.52;99;14.13;%;43.65;mmol/kg;3.4;mmol/kg;10.14;mmol/kg;43.83;mmol/kg;2.73;mmol/kg;10.89;mmol/kg;5.32;mmol/kg;3.73;%
Observation;3;3_3;Suderburg;no;86214;3;2001-08-21;146;14.87;%;14.92;%;15.25;%;49;mm;37.12;mm;32.63;mm;63.7;t/ha;19.19;%;84.11;t/ha;11.3;%;5.66;92;13.9;%;45.85;mmol/kg;4.25;mmol/kg;10.93;mmol/kg;35.77;mmol/kg;3.01;mmol/kg;10.66;mmol/kg;5.16;mmol/kg;3.41;%
Observation;3;3_3;Suderburg;no;86220;4;2001-08-21;146;13.68;%;12.49;%;13.74;%;44.36;mm;26.22;mm;25.82;mm;55.55;t/ha;19.5;%;106.28;t/ha;10.17;%;6.41;99;14.26;%;47;mmol/kg;3.75;mmol/kg;10.09;mmol/kg;44.98;mmol/kg;2.09;mmol/kg;10.18;mmol/kg;4.82;mmol/kg;3.45;%
Observation;3;3_3;Suderburg;no;86204;1;2001-09-18;174;9.43;%;8.78;%;8.59;%;27.79;mm;9.53;mm;2.67;mm;72.8;t/ha;20.29;%;91.25;t/ha;10.84;%;5.6;88;15.29;%;51.15;mmol/kg;5.25;mmol/kg;13.59;mmol/kg;42.19;mmol/kg;4.62;mmol/kg;11.47;mmol/kg;4.72;mmol/kg;3.31;%
Observation;3;3_3;Suderburg;no;86209;2;2001-09-18;174;9.4;%;7.79;%;8.81;%;27.67;mm;5.05;mm;3.64;mm;82.35;t/ha;20.29;%;79.33;t/ha;11.13;%;5.54;90;15.4;%;42.7;mmol/kg;4.1;mmol/kg;12.53;mmol/kg;40.24;mmol/kg;2.88;mmol/kg;9.83;mmol/kg;4.62;mmol/kg;3.4;%
Observation;3;3_3;Suderburg;no;86216;3;2001-09-18;174;8.87;%;9.1;%;9.69;%;25.58;mm;10.97;mm;7.58;mm;76.9;t/ha;20.7;%;92.89;t/ha;11.13;%;5.64;99;15.9;%;45.6;mmol/kg;3.75;mmol/kg;9.6;mmol/kg;28.31;mmol/kg;2.01;mmol/kg;10.71;mmol/kg;4.21;mmol/kg;3.36;%
Observation;3;3_3;Suderburg;no;86219;4;2001-09-18;174;9.4;%;8.93;%;9.3;%;27.64;mm;10.18;mm;5.86;mm;82.9;t/ha;20.29;%;76.67;t/ha;10.93;%;5.58;97;15.69;%;39.5;mmol/kg;3.75;mmol/kg;11.68;mmol/kg;46.57;mmol/kg;2.15;mmol/kg;9.6;mmol/kg;4.75;mmol/kg;3.28;%
Observation;3;3_3;Suderburg;no;86205;1;2001-10-16;202;12.06;%;11.32;%;11.8;%;38.05;mm;20.95;mm;17.12;mm;93.35;t/ha;21.41;%;90.17;t/ha;13.5;%;5.99;103;16.53;%;44.2;mmol/kg;4.1;mmol/kg;17.08;mmol/kg;34.39;mmol/kg;3.89;mmol/kg;10.64;mmol/kg;5.1;mmol/kg;3.5;%
Observation;3;3_3;Suderburg;no;86212;2;2001-10-16;202;11.28;%;11.67;%;12.53;%;34.99;mm;22.49;mm;20.4;mm;83;t/ha;22.36;%;96.29;t/ha;11.92;%;5.92;94;17.33;%;47.4;mmol/kg;3.7;mmol/kg;13.5;mmol/kg;42.6;mmol/kg;2.11;mmol/kg;12.44;mmol/kg;4.52;mmol/kg;3.73;%
Observation;3;3_3;Suderburg;no;86217;3;2001-10-16;202;12.31;%;10.64;%;11.76;%;39.01;mm;17.87;mm;16.94;mm;90.9;t/ha;21.57;%;88.4;t/ha;12.73;%;5.52;98;16.61;%;41.4;mmol/kg;3.3;mmol/kg;15.18;mmol/kg;39.18;mmol/kg;2.46;mmol/kg;10.38;mmol/kg;4.85;mmol/kg;3.53;%
Observation;3;3_3;Suderburg;no;86223;4;2001-10-16;202;11.6;%;10.17;%;10.34;%;36.25;mm;15.78;mm;10.55;mm;89.15;t/ha;21.76;%;79.54;t/ha;12.27;%;5.56;99;16.82;%;39.1;mmol/kg;3.55;mmol/kg;14.07;mmol/kg;50.88;mmol/kg;1.74;mmol/kg;9.9;mmol/kg;5.51;mmol/kg;3.41;%
Observation;3;3_3;Suderburg;no;86206;1;2001-11-07;224;11.89;%;9.56;%;8.64;%;37.38;mm;13.03;mm;2.89;mm;97.85;t/ha;22.48;%;79.4;t/ha;12.64;%;4.83;96;17.12;%;44.35;mmol/kg;3.5;mmol/kg;17.66;mmol/kg;61.1;mmol/kg;3.46;mmol/kg;12.11;mmol/kg;4.9;mmol/kg;3.46;%
Observation;3;3_3;Suderburg;no;86211;2;2001-11-07;224;10.84;%;8.22;%;9.72;%;33.27;mm;6.98;mm;7.76;mm;96.6;t/ha;22.43;%;74.5;t/ha;12.99;%;5.3;92;17.1;%;39.4;mmol/kg;3.3;mmol/kg;16.51;mmol/kg;48.61;mmol/kg;2.59;mmol/kg;12.33;mmol/kg;4.41;mmol/kg;3.55;%
Observation;3;3_3;Suderburg;no;86215;3;2001-11-07;224;10.97;%;8.34;%;7.98;%;33.77;mm;7.51;mm;0;mm;95.95;t/ha;22.37;%;76;t/ha;12.23;%;5.4;94;17.04;%;39.25;mmol/kg;3.85;mmol/kg;13.94;mmol/kg;40.35;mmol/kg;2.23;mmol/kg;11.18;mmol/kg;4.4;mmol/kg;3.43;%
Observation;3;3_3;Suderburg;no;86224;4;2001-11-07;224;10.34;%;8.64;%;8.9;%;31.32;mm;8.88;mm;4.05;mm;90.2;t/ha;22.84;%;90.2;t/ha;12.42;%;5.17;98;17.74;%;43.7;mmol/kg;3.2;mmol/kg;14.52;mmol/kg;52.71;mmol/kg;2.15;mmol/kg;12.05;mmol/kg;4.21;mmol/kg;3.55;%
Observation;3;3_4;Suderburg;yes;86251;1;2001-06-26;90;10.92;%;10.79;%;13.51;%;33.61;mm;18.58;mm;24.78;mm;6.7;t/ha;13.77;%;33.57;t/ha;9.38;%;2.55;94;7.7;%;110.7;mmol/kg;9.5;mmol/kg;22.75;mmol/kg;85.72;mmol/kg;42.15;mmol/kg;16.87;mmol/kg;9.59;mmol/kg;4.03;%
Observation;3;3_4;Suderburg;yes;86257;2;2001-06-26;90;10.21;%;9.4;%;8.58;%;30.83;mm;12.28;mm;2.59;mm;5.14;t/ha;13.4;%;30.24;t/ha;8.71;%;2.15;97;7.6;%;112;mmol/kg;12.6;mmol/kg;21.42;mmol/kg;81.08;mmol/kg;35.09;mmol/kg;14.2;mmol/kg;8.28;mmol/kg;3.68;%
Observation;3;3_4;Suderburg;yes;86263;3;2001-06-26;90;11;%;11.29;%;12.81;%;33.89;mm;20.78;mm;21.65;mm;7.32;t/ha;13.81;%;34.26;t/ha;9.19;%;2.42;99;7.94;%;107.9;mmol/kg;9.6;mmol/kg;23.19;mmol/kg;84.43;mmol/kg;35.64;mmol/kg;15.13;mmol/kg;8.33;mmol/kg;3.74;%
Observation;3;3_4;Suderburg;yes;86272;4;2001-06-26;90;10.5;%;10.25;%;11.71;%;31.95;mm;16.13;mm;16.69;mm;7.84;t/ha;13.9;%;35.15;t/ha;8.93;%;2.58;95;8.2;%;105.9;mmol/kg;9.6;mmol/kg;21.51;mmol/kg;90.48;mmol/kg;36.74;mmol/kg;16.43;mmol/kg;8.04;mmol/kg;4.11;%
Observation;3;3_4;Suderburg;yes;86252;1;2001-07-24;118;9.67;%;8.62;%;11.45;%;28.69;mm;8.81;mm;15.53;mm;34.15;t/ha;16.69;%;81.5;t/ha;9.44;%;5.6;101;11.54;%;61.4;mmol/kg;4.9;mmol/kg;13.5;mmol/kg;48.04;mmol/kg;10.09;mmol/kg;9.7;mmol/kg;6.52;mmol/kg;3.49;%
Observation;3;3_4;Suderburg;yes;86258;2;2001-07-24;118;8.74;%;7.12;%;7.27;%;25.08;mm;2.03;mm;0;mm;32.65;t/ha;17.18;%;72.87;t/ha;9.22;%;5.07;96;12.05;%;58.1;mmol/kg;5.1;mmol/kg;14.96;mmol/kg;48.97;mmol/kg;8.6;mmol/kg;11.71;mmol/kg;8.3;mmol/kg;3.66;%
Observation;3;3_4;Suderburg;yes;86268;3;2001-07-24;118;9.91;%;7.62;%;10.61;%;29.63;mm;4.28;mm;11.73;mm;37.7;t/ha;16.88;%;70.99;t/ha;9.23;%;6.12;98;11.74;%;56.8;mmol/kg;5.35;mmol/kg;13.32;mmol/kg;47.87;mmol/kg;7.52;mmol/kg;10.67;mmol/kg;8.03;mmol/kg;3.65;%
Observation;3;3_4;Suderburg;yes;86271;4;2001-07-24;118;8.94;%;8.82;%;12.25;%;25.87;mm;9.67;mm;19.13;mm;36.65;t/ha;17.26;%;72.39;t/ha;9.72;%;5.95;95;12.12;%;53.3;mmol/kg;4.95;mmol/kg;13.1;mmol/kg;43.67;mmol/kg;5.81;mmol/kg;8.19;mmol/kg;7.77;mmol/kg;3.5;%
Observation;3;3_4;Suderburg;yes;86253;1;2001-08-21;146;10.38;%;10.23;%;10.49;%;31.48;mm;16.02;mm;11.2;mm;54.94;t/ha;19.03;%;107.95;t/ha;10.25;%;6.9;97;13.59;%;49.75;mmol/kg;4.6;mmol/kg;10.36;mmol/kg;39.04;mmol/kg;2.88;mmol/kg;10.01;mmol/kg;4.46;mmol/kg;3.19;%
